1.mp4|3D animation style, an emu is running.|2.3333333333333335
2.mp4|A 360-degree surround display of the structure 3D diagram of the noise-canceling headphones.|1.6666666666666667
3.mp4|A 3D model of a protease, starting from a partial view of the model and zooming out to capture the entire model.|2.0
4.mp4|A 5-year-old child wearing a little yellow hat is walking.|3.0
5.mp4|A Rolls-Royce sedan is followed by a Mercedes SUV.|2.6666666666666665
6.mp4|A Short Public Service Video on Pet Care: The video content showcases a corgi playfully chasing a ball, displaying its innocent and adorable nature as a small animal.|2.3333333333333335
7.mp4|A banana peel and a leftover apple core were placed into a bag filled with persimmons.|4.0
8.mp4|A basketball rolls slowly on the grass and eventually comes to a stop.|1.6666666666666667
9.mp4|A black cat crouches by the fireplace, with the fire inside leaping. The image gradually fades away, turning into a black screen.|3.0
10.mp4|A black sedan is driving steadily when it is soon overtaken by another car, a white sedan.|1.6666666666666667
11.mp4|A boy arrives at a quiet cemetery and stands in front of a tombstone. The video should depict the boy's subsequent actions, capturing his facial expressions and emotional state.|3.0
12.mp4|A boy is having breakfast at home. The scene fades in and out, and the boy is now standing on the subway.|2.0
13.mp4|A boy stands crying in front of the ice cream stand because his parents won't buy him ice cream.|2.6666666666666665
14.mp4|A boy walking down the street sees a long-lost dear friend. He excitedly quickens his pace towards his friend, finally breaking into a jog and embracing his friend warmly.|1.3333333333333333
15.mp4|A branch of an apple tree was grafted onto a banana tree using the method of branch grafting with bark. It sways in the wind.|3.3333333333333335
16.mp4|A butterfly flies toward the camera.|2.0
17.mp4|A car that was driving encountered a red light, and its speed decreased until it stopped.|3.3333333333333335
18.mp4|A cheerful little boy waves and greets at the camera.|2.3333333333333335
19.mp4|A crystal ball ornament designed to celebrate the Mid-Autumn Festival. Inside the crystal ball, a figurine of an ancient woman dressed in traditional Hanfu is slowly rotating, holding a snow-white rabbit doll in her arms.|2.6666666666666665
20.mp4|A cup of crystal-clear ice slowly melts in the sunlight, transforming into glistening droplets that sparkle with a refreshing glow.|3.0
21.mp4|A dance troupe consisting of six individuals is practicing Swan Lake ballet movements on the stage.|2.0
22.mp4|A funny and entertaining video shows a child using red paint to draw the letter "A" on face.|3.3333333333333335
23.mp4|A gray-black wolf walks slowly, forming a sharp contrast with the white snow-covered ground.|2.3333333333333335
24.mp4|A group of athletes playing ice hockey.|2.0
25.mp4|A high-definition scene of a tea plantation in the early morning, with dew drops on the tea plants.|4.0
26.mp4|A kangaroo flipping through a book.|2.6666666666666665
27.mp4|A little boy wearing a white short-sleeved shirt is eating an eggfruit.|3.0
28.mp4|A little girl is playing the violin at home; the camera slides, and she appears on a grand, magnificent stage playing the violin.|2.3333333333333335
29.mp4|A man is riding a bicycle on the road in the park.|3.3333333333333335
30.mp4|A man is walking.|3.0
31.mp4|A man lifted his head and looked at the desolate grassland.|3.0
32.mp4|A middle-aged man is sitting on the sofa playing PS5.|3.0
33.mp4|A model display of a wedding hall, designed for a traditional Chinese wedding with a red theme. It should include elements such as red lanterns and red silk.|2.6666666666666665
34.mp4|A monkey lightly scratched its ear.|4.0
35.mp4|A multi-dimensional bird is repeatedly pecking into the soil with its beak in search of food.|3.0
36.mp4|A perfume advertisement showcasing a person spraying perfume, with the rest left to the imagination, emphasizing the luxury of the fragrance.|3.0
37.mp4|A person bends down to pick up a plastic bottle from the ground.|1.6666666666666667
38.mp4|A person is speaking on stage, with a large screen behind them displaying a slide. The slide includes a line graph showing the profitability figures of the company over the past few years. The x-axis represents the years, while the y-axis represents the amount of profit. Overall, the graph demonstrates an upward trend in the profitability of the company.|2.3333333333333335
39.mp4|A person is wearing Italian Renaissance clothing.|3.0
40.mp4|A piece of quicklime, when poured with a cup of water, instantly undergoes a vigorous reaction, causing the quicklime to crack into fine powder.|3.0
41.mp4|A plane takes off from the runway, gradually gaining speed.|3.6666666666666665
42.mp4|A plump orange cat is walking towards the camera.|3.0
43.mp4|A popular science video with the theme of "Agricultural Technology" shows a farmer grafting branches to a peach tree.|3.3333333333333335
44.mp4|A red racing car is speeding on the track.|3.0
45.mp4|A rolling avocado.|3.0
46.mp4|A short film with the theme of afternoon tea, showcasing cakes on the table.|4.0
47.mp4|A short story film depicting a cautious man planning a romantic proposal with the theme of "love".|2.3333333333333335
48.mp4|A silk scarf was draped over a circular metal rod, but due to its smooth surface, it slipped down from the rod.|2.6666666666666665
49.mp4|A soaring serpent flies towards the sky.|2.0
50.mp4|A tabby cat is grooming itself in the sunlight.|3.0
51.mp4|A tennis player is practicing serving by hitting the tennis ball towards a wall, and it bounces back and lands on the ground.|2.0
52.mp4|A timid person walks alone at night, with a request to showcase the person's facial expression and state.|3.0
53.mp4|A video depicting two people in love holding hands and walking, with love as the main theme.|3.0
54.mp4|A video of a girl surfing on the sea with a great depth of field effect.|2.6666666666666665
55.mp4|A walking male Viking.|2.0
56.mp4|A white mug with the number "7" written on it falls from the air and shatters on the ground.|2.0
57.mp4|A woman in ancient times is adorning herself with a flower by her temples.|2.6666666666666665
58.mp4|A world population line chart is being generated on the computer screen, with country names on the horizontal axis and population numbers on the vertical axis.|2.3333333333333335
59.mp4|A young couple sat hand in hand on a wooden bench by the roadside.|3.0
60.mp4|A young woman is watching an anatomical diagram of a shark to understand its structure. The shark's dissected image in the video need to be clear and visible.|3.0
61.mp4|Aerial footage of the golden sun shining on the mountains, with a well-balanced exposure, neither underexposed nor overexposed.|4.0
62.mp4|Aerial view of the stunning scenery of Yangshuo in Guilin.|4.0
63.mp4|An Italian pasta creative advertisement in an animated style, where the noodles are arranged into smiling facial expressions.|2.3333333333333335
64.mp4|An old man fishing by the river suddenly catches a big fish. Many people gather to watch, and the scene becomes lively. The video should show the subsequent actions of the onlookers.|2.0
65.mp4|Anime style, showcasing the process of evolution from monkeys to humans.|2.3333333333333335
66.mp4|At room temperature, there is an empty cup and a cup filled with ice cubes. The ice cubes in the cup are melting.|3.3333333333333335
67.mp4|Athletes stretch their legs before running to prevent injuries, demonstrating the detailed leg movements during their stretching routine.|2.0
68.mp4|Audrey Hepburn made a wish next to the Trevi Fountain in Rome.|3.0
69.mp4|Basketball passing through the hoop.|2.3333333333333335
70.mp4|Beach by the seaside, there are several crabs walking on the sand.|2.6666666666666665
71.mp4|Blooming rose.|1.6666666666666667
72.mp4|Children playing football.|2.0
73.mp4|Clown on a rainy night, high-definition video is required.|3.0
74.mp4|Create a black and white documentary opening, with a lion as the main character.|3.3333333333333335
75.mp4|Create a fantastic world set in a forest, with "Fairy World" as the theme.|2.0
76.mp4|Create a line graph illustrating the trend of life expectancy changes among Chinese people over the past 50 years, and showcase it with animation effects.|2.3333333333333335
77.mp4|Create a modeling-style short film showcasing the structure of the Volkswagen EA888 engine.|2.6666666666666665
78.mp4|Create a promotional video for a sports complex, starting with an impressive exterior shot. The camera then moves inside, showcasing the various courts and highlighting the comprehensive facilities.|2.6666666666666665
79.mp4|Create a rental apartment introduction video, starting with showcasing the kitchen. Use camera movement to showcase the bedroom, balcony, and bathroom, emphasizing the well-equipped and tidy facilities of the rooms.|3.0
80.mp4|Create a short 3D-rendered video showcasing the ancient Roman gladiator arena.|4.0
81.mp4|Create a short film featuring football sports, with the camera starting from a panoramic view and gradually zooming in on a player, showcasing his exceptional skills that surpass those of others.|2.0
82.mp4|Create a short film with the theme of the Dai ethnic group's New Year - the Water-Splashing Festival.|2.6666666666666665
83.mp4|Create a stop-motion animation based on the story of a little donkey crossing the river.|2.0
84.mp4|Create a surreal scene where the water from a grand waterfall transforms into a multitude of vibrant colors.|3.6666666666666665
85.mp4|Create a video of Liu Xiang running on the playground, wearing a short-sleeved shirt.|2.0
86.mp4|Create a video of a person slowly riding a bicycle on the street.|3.0
87.mp4|Create a video where a red metallic ball rolls on the floor.|3.0
88.mp4|Create a video where a young man shoots a basketball into the hoop and then looks up at the sky.|2.0
89.mp4|Create a video with a color balance that leans towards cool hues, featuring a young person skiing with towering snow-capped mountains in the background.|3.0
90.mp4|Create a video with a fade-in transition at the beginning and a fade-out transition at the end, showcasing a child leisurely gliding on roller skates.|2.6666666666666665
91.mp4|Create a video with a fading-in transition at the beginning and a fading-out transition at the end. The content shows a girl walking on a flagstone path lined with blooming cherry blossom trees on both sides.|2.3333333333333335
92.mp4|Create a video with the theme of underwater exploration, featuring giant marine creatures and a massive cruise ship sinking to the seafloor. The camera should gradually zoom out.|3.0
93.mp4|Create an advertisement video for a standing fan with high resolution, emphasizing its features such as high wind power and aesthetics.|1.3333333333333333
94.mp4|Create an advertising short film for a bar, featuring a man holding a glass of beer, aiming to capture the vibrant and joyful atmosphere of the bar.|2.6666666666666665
95.mp4|Create an animated video where on a sunny afternoon, a flock of swallows swirl around Shanghai Tower.|2.0
96.mp4|Create an animation illustrating the stroke order for the Chinese character "数" in writing.|1.6666666666666667
97.mp4|Deep-sea theme. In a movie teaser, a deep-sea monster silently lurks in the shadows, attentively observing a submarine. Emphasizing the stark contrast in size between the monster and the submarine, highlighting the creature's immense and terrifying presence.|3.0
98.mp4|Design a Q-version IP image of a cat barista, wearing a fashionable hat and holding coffee in his hand.|2.3333333333333335
99.mp4|Design a neon mechanical keyboard with flowing neon colors, with "NeverLand" written in golden light in the upper right corner of the keyboard.|1.6666666666666667
100.mp4|Design a promotional ad for a swimming pool, featuring a coach wearing a blue swim cap. The ad should highlight the facility's professionalism and the coach's friendliness to encourage customers to sign up.|3.6666666666666665
101.mp4|Design a promotional video for a library. Start by showcasing the overall exterior of the library, with the camera panning towards the interior to highlight the library's facilities and, most importantly, its extensive collection of books.|3.6666666666666665
102.mp4|Design a promotional video for a supermarket. The video starts by showcasing the fresh produce section of the supermarket. The camera then moves forward to reveal the household items section and the beverage section, to highlight the diverse range of products available in the supermarket.|2.6666666666666665
103.mp4|Design a promotional video for a zoo, where there are people everywhere enjoying their visit. The zoo has a variety of animals, such as majestic lions, enormous elephants, playful monkeys, adorable penguins, and more. The video should highlight the cuteness of the animals and the rich facilities of the zoo.|2.6666666666666665
104.mp4|Design a science fiction scene showcasing the future of transportation with roads and cars floating in the sky.|2.3333333333333335
105.mp4|Design a time and space capsule in space, with a mechanical exterior and a futuristic sense of technology.|2.6666666666666665
106.mp4|Design an anime scene that showcases the male protagonist rushing to work on his bicycle, indicating that he is running late.|1.3333333333333333
107.mp4|Design furniture promotional advertisement featuring a dark red solid wood bed in a bedroom with white walls, and a silent robotic vacuum cleaning the floor.|2.3333333333333335
108.mp4|During the Spring Festival, in a room filled with joy and celebration, a child knelt before an elderly person. The elderly person held a red envelope in hand, portraying the elderly person's next action.|2.6666666666666665
109.mp4|Einstein and Newton were discussing physics knowledge together.|2.6666666666666665
110.mp4|Focusing on the theme of "Lonely Night", depict the solitude of a little boy.|2.0
111.mp4|Generate a 3D animated video of Santa Claus sitting on a sleigh and flying in the sky.|2.0
112.mp4|Generate a 3D animation depicting a cell undergoing mitosis.|3.3333333333333335
113.mp4|Generate a high-definition video illustrating the chemical reaction process of the thermal decomposition of mercury thiocyanate.|2.0
114.mp4|Generate a short film of humans escaping the attacks of wild beasts with the theme of exploring the rainforest.|2.0
115.mp4|Generate a video depicting the process of a man-made satellite decelerating and descending from orbit.|2.3333333333333335
116.mp4|Generate a video with a color balance leaning towards warm tones, featuring a couple and their children having a meal in the living room.|2.0
117.mp4|Generate a video with the theme of changing seasons, depicting the four seasons' changes of a tree.|2.6666666666666665
118.mp4|Generate a video with vibrant sunlight illuminating a garden, featuring high exposure.|3.3333333333333335
119.mp4|Help me design a creative opening scene: a confident otter standing on a surfboard, wearing a yellow life jacket, gliding through the ocean.|2.3333333333333335
120.mp4|Illustration style, a fish leaping out of the water.|1.3333333333333333
121.mp4|In a 2D animation style, design an animated sticker of a cat making eyes at others.|2.0
122.mp4|In a cozy room, a boy has just washed his hair, and his hair is still wet. Create a video predicting what he might do next.|2.0
123.mp4|In a sci-fi style, a high-tech laboratory with electronic displays showing the process of semi-conservative DNA replication.|3.0
124.mp4|In front of a boy, there are basketball, football, and badminton. The boy chooses a ball that is completely different from the other two and starts practicing serving.|2.0
125.mp4|In front of a boy, there is a basketball, an apple, and a banana. The boy takes an object which is completely different from the other two and throws it into the air. The object quickly falls to the ground due to gravity and bounces a few times.|2.0
126.mp4|In the Republic of China era in Shanghai, a lady wearing a qipao and sporting permed hair walked towards a coffee shop with a small handbag in hand.|2.6666666666666665
127.mp4|In the classroom, there are many students around the teacher, attentively listening to the teacher's explanations.|3.0
128.mp4|It's snowing on the streets in winter, and a person softly brushes off the snow from the body.|1.6666666666666667
129.mp4|Low angle shot, a black cat skillfully jumped onto the windowsill.|2.0
130.mp4|Low resolution, with a view from the window looking outside, where the scene appears blurry due to the fog.|2.6666666666666665
131.mp4|Low-angle shot, rapeseed field, blue sky with white clouds, and two little bees flying around.|2.0
132.mp4|Mecha-themed: A blond boy with a mechanical prosthetic eye kneels down and hugs his crying younger brother.|2.0
133.mp4|Michael Jackson is dancing on stage.|2.3333333333333335
134.mp4|Mid-Autumn Festival. A person far away from home gazes at the bright moon in the sky, recalling the poems that evoke homesickness. The video should reflect the expressions and emotional state of the person.|3.0
135.mp4|Middle-earth-themed movie trailer. The dragon knights swoop down onto the undead army on the ground, showcasing a brutal and grandiose war scene.|2.3333333333333335
136.mp4|Mom gracefully sat in front of the dressing table and gently removed the facial mask from her face.|2.3333333333333335
137.mp4|Mom opens the door of her daughter's room. Her daughter is facing the mirror, applying makeup. The camera moves in as Mom walks over to her daughter.|2.0
138.mp4|Movie Trailer, Ultra HD Quality. The protagonist is a blonde girl standing on the top of a tower, holding binoculars and looking into the distance. The required background is desolate and dilapidated.|3.0
139.mp4|My mother is using the needlework technique of "stem stitch" to embroider a rose on a handkerchief at the table. There is a white bowl on the table.|2.0
140.mp4|On a desolate street, someone dropped a phone. Portray the person's subsequent actions.|2.0
141.mp4|On the grass, a girl is waltzing against the light.|2.0
142.mp4|On the ground, there are three pictures. The pictures depict the Great Wall, Mount Fuji, and the Pyramids respectively. A girl picks up the picture that belongs to the Japanese landmark, and quickly walks away.|2.0
143.mp4|On the same slope, there is a sphere, a cube, and a triangular pyramid sliding down simultaneously. The sphere rolls while the cube and triangular pyramid slide. The motion trajectories are naturally smooth, and it needs to be shown which one reaches the bottom of the slope the fastest.|2.0
144.mp4|On the white wall, it is written "Protect the environment".|3.6666666666666665
145.mp4|Paratroopers jump out of the plane, and the camera follows them as they descend. Due to the effects of flight inertia and gravity, the paratroopers will have both horizontal motion along the flight direction and vertical motion downward. The trajectory during this stage takes the shape of a parabola.|2.3333333333333335
146.mp4|Please create a video showcasing a person carving wood into a finished wooden sculpture with an abstract style, giving shape to the completed wood carving design.|2.0
147.mp4|Please provide me with a complete video demonstrating the entire process of creating an advertisement illustration for a coffee shop. The coffee shop ad must include a person drinking coffee.|1.3333333333333333
148.mp4|Please provide me with a promotional video on forest fire safety, including scenes of burning trees and squirrels originally playing on the trees fleeing in all directions. Please try to demonstrate the harm that forest fires bring to small animals and the environment as much as possible.|2.0
149.mp4|Please provide me with a video depicting pastoral scenes in ink wash style, resembling Chinese ink paintings but with dynamic features. The video should include people tilling the land and children playing and laughing.|2.0
150.mp4|Pull the lens, moving from a small potted plant on the windowsill to capture the entire bedroom.|3.6666666666666665
151.mp4|Slowly rotating camera, 3D model of a neuron.|3.6666666666666665
152.mp4|Steve Jobs explained the latest iPhone products at the press conference.|2.6666666666666665
153.mp4|Stop-motion animation style, horror movie trailer. The main focus is a sitting doll on a chair that can move, emphasizing the doll's eerie presence.|2.0
154.mp4|Stop-motion animation, a flower gradually withering.|3.3333333333333335
155.mp4|Stop-motion animation, showing the process of a glass cup falling to the ground and shattering.|2.6666666666666665
156.mp4|Stop-motion animation-style rocket assembly process.|1.3333333333333333
157.mp4|Street dance enthusiasts are performing Thomas spins on the floor, and the camera gradually zooms in to capture the entire process.|2.0
158.mp4|Street scene of late autumn, with the leaves of the Chinese parasol trees falling continuously along the sides of the road, in a short film with an illustration style.|2.6666666666666665
159.mp4|Sunset Beach, the crab-plover is catching crabs.|3.0
160.mp4|Symmetrical composition, several egrets fly over the clear lake surface.|2.0
161.mp4|Taking "Future World" as the theme, the artwork showcases two robotic dogs patiently waiting for the red light at a busy intersection.|2.3333333333333335
162.mp4|The athlete approaching the finish line is very excited and is sprinting faster and faster.|2.3333333333333335
163.mp4|The bird is flying in a straight line through a wetland park and the camera is slowly moving along with its flight path.|3.0
164.mp4|The boy accidentally tore off one of the teddy bear's ears, which made him feel very sad. He is now holding the teddy bear and crying.|3.0
165.mp4|The camera follows the cyclist racing in the competition, quickly moving in the horizontal direction.|2.6666666666666665
166.mp4|The camera rotates around the model of animal cell structure, showcasing the structure of the animal cell in all dimensions. Different structures are represented using different colors, including cytoplasm, endoplasmic reticulum, nucleus, mitochondria, Golgi apparatus, ribosomes, and cell membrane.|3.6666666666666665
167.mp4|The chef is slicing the lemon into lemon slices.|2.0
168.mp4|The hairdresser who is currently cutting hair.|2.6666666666666665
169.mp4|The little girl drew a sun symbol on the drawing paper using crayons.|3.0
170.mp4|The little girl is holding a teddy bear, and the atmosphere is very lovely.|4.0
171.mp4|The maple leaf forest in autumn sways in the wind, with high saturation, displaying a fiery red color.|3.6666666666666665
172.mp4|The once clear sky suddenly began to drizzle. People on the street initially didn't mind and kept walking, but as the rain suddenly intensified, they quickly started running to find shelter.|2.0
173.mp4|The owner came home, and the puppy hugged the owner's leg, showing great happiness.|2.6666666666666665
174.mp4|The painter is sketching and painting by the lakeside.|2.3333333333333335
175.mp4|The people in realistic paintings gradually walk out of the canvas.|2.0
176.mp4|The process of plasmolysis in plant cells.|3.3333333333333335
177.mp4|The rabbit slowly hops with its back facing the camera, and its ears gently sway in rhythm.|3.3333333333333335
178.mp4|The smallest bird in the world, the hummingbird, is flying near the flowers.|3.3333333333333335
179.mp4|The streetlights flicker on the dark streets at midnight.|2.3333333333333335
180.mp4|The video captures the theme of city nightscapes, with skyscrapers and high-rise buildings adorned in vibrant lights through their windows. On the street, two confident girls hold hands, strolling leisurely.|2.0
181.mp4|Theme: The Pyramid of Khufu under sunlight, with a camera pushing forward to reveal the cross-sectional view of the Pyramid of Khufu.|2.0
182.mp4|Themed "Preserving Tradition," produce a documentary short film featuring an artisan carving a landscape woodblock print.|2.3333333333333335
183.mp4|Themed around subterranean exploration, humans accidentally stumble into the lair of underground monsters.|2.0
184.mp4|There are many baguettes displayed in the bakery's window.|4.0
185.mp4|There is a basketball, a loaf of bread, and a backpack on the ground. The camera follows the exhausted athlete as he approaches the items and picks up one of them to replenish his energy.|2.0
186.mp4|Three flying Cyanocitta cristata|2.0
187.mp4|Three puppies are playing and frolicking by the roadside.|2.0
188.mp4|Travel-themed short film, showcasing the geographical landscape of Norwegian fjords formed after the Quaternary glaciation movement.|4.0
189.mp4|Two black cats walked briskly side by side, their steps in perfect sync.|2.6666666666666665
190.mp4|Two goldfish are swimming around in the fish tank.|3.6666666666666665
191.mp4|Two monkeys are playing in the forest.|2.6666666666666665
192.mp4|Two toco toucans standing on a tree.|2.6666666666666665
193.mp4|Two yellow orioles flew up the green willow tree.|2.0
194.mp4|Using the vertical composition method, a video is created featuring a flock of pigeons hovering near the Oriental Pearl Radio & Television Tower.|2.0
195.mp4|With flying as the theme, it showcases a group of migratory birds freely soaring in the blue sky.|2.6666666666666665
196.mp4|With playing on the beach as the theme, a group of children are happily frolicking on the sand. They run barefoot on the beach, picking up seashells and conches.|2.3333333333333335
197.mp4|With science fiction as the theme, a robot is researching the amplified human DNA sequences.|2.6666666666666665
198.mp4|With space exploration as the theme, a group of astronauts are very interested in the magical plants on an alien planet.|2.0
199.mp4|With the theme of aircraft popularization, create an illustration of a fighter jet flying through the blue sky, displaying the various parts of the fighter jet in a diagrammatic structure.|1.3333333333333333
200.mp4|Yang Liping is performing the Peacock Dance on stage.|2.3333333333333335
201.mp4|A 3D rendered style, anthropomorphic little cat, is drinking coffee in a cafe.|2.0
202.mp4|A Corgi is sunbathing on the beach, with a cascade of waves not far away.|3.0
203.mp4|A Corgi with a floral wreath around its neck is sunbathing.|3.0
204.mp4|A Muslim family is sitting in the living room chatting.|2.3333333333333335
205.mp4|A Porsche 911 is driving on the highway.|3.3333333333333335
206.mp4|A Samoyed dog and a Golden Retriever run and play in a neon-lit city at night.|2.0
207.mp4|A Teddy bear washing the dishes.|2.0
208.mp4|A beautiful white fox walking in the forest.|2.0
